"Press Release Title","TV time: why children watch multi-screens","Key:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Study Title: Original Research","""I'm on it 24/7 at the moment"": A qualitative examination of multi-screen viewing behaviours among UK 10-11 year olds","","","","Dotted Cells first","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Discipline","1.0","","Title ","","Diagonal Lines Second","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sub-discipline","2.0","","First 2 sentences","","Striped Cells Third","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sub-discipline 2","-9.0","","Discussion/ Conclusion","","Blank Cells Last","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Notes (complete/incomplete)","complete","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Coder:","5.0","","Journal Article - Body","Journal Article - Title and Abstract","Press Release","Daily Mail","Sun","Mirror","Express","Times","Guardian","Telegraph","Independent","Daily Star","Scotsman","Financial Times","Racing Post","The Observer","Sunday Sun","Mail on Sunday","Sunday Mirror","Sunday Times","Sunday Express","Daily Star Sunday","The People","Sunday Telegraph","Sunday Mail","Sunday Post","Financial Times","Economist","New Scientist","BBC News","Mail Online","Guardian.co.uk","Press Association","Reuters","Associated Press","Metro"
"Reference:","02-11-030","Available for Coding?","1.0","1.0","1.0","1.0","","1.0","1.0","","1.0","1.0","","","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Date Published","","39296.0","39296.0","39296.0","","39296.0","39296.0","","39296.0","39296.0","","","","","","","","","","","","","","","","","","","","39296.0","","","","","",""
"","","Word Count - Title","","19.0","6.0","2.0","","3.0","5.0","","8.0","10.0","","","","","","","","","","","","","","","","","","","","5.0","","","","","",""
"","","Word Count - Body","5000.0","350.0","550.0","370.0","","140.0","250.0","","420.0","190.0","","","","","","","","","","","","","","","","","","","","350.0","","","","","",""
"","","Sentence Count","","","18.0","15.0","","9.0","11.0","","16.0","8.0","","","","","","","","","","","","","","","","","","","","17.0","","","","","",""
"","","Who is it written by?","","","","4.0","","4.0","3.0","","4.0","3.0","","","","","","","","","","","","","","","","","","","","3.0","","","","","",""
"","","Journalist code","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Title","IV(s) in title","","-9.0","TV time","-9.0","","-9.0","multi-screen viewing","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","DV(s) in title","","multi-screen viewing behaviours","watching multi-screens","-9.0","","-9.0","harm","","multi-screening","using 5 screens at a time","","","","","","","","","","","","","","","","","","","","multi-screen viewing","","","","","",""
"","","Who is it About?","","1.0","1.0","1.0","","1.0","1.0","","1.0","1.0","","","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Are there quotes in the title?","","2.0","0.0","0.0","","0.0","1.0","","0.0","0.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Statement of Cause","","0.0","0.0","-9.0","","-9.0","6.0","","0.0","0.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
""," Main Conclusion IV","Main IV of Conclusions (or quasi IV)","","-9.0","-9.0","-9.0","","-9.0","-9.0","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","IV Code","","-9.0","-9.0","-9.0","","-9.0","-9.0","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Is this IV in the first 2 sentences?","","","-9.0","-9.0","","-9.0","-9.0","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Number of Sentences the IV is mentioned on","","","-9.0","-9.0","","-9.0","-9.0","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","-9.0","","-9.0","-9.0","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","What terms were included in the count?","","","-9.0","-9.0","","-9.0","-9.0","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","is there ambiguity?","","2.0","2.0","2.0","","2.0","2.0","","2.0","2.0","","","","","","","","","","","","","","","","","","","","2.0","","","","","",""
"","","if yes describe","","no IV","no IV","no IV","","no IV","no IV","","no IV","no IV","","","","","","","","","","","","","","","","","","","","no IV","","","","","",""
"","","Is the same IV being coded here as the abstract?","","","-9.0","-9.0","","-9.0","-9.0","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Note differences here","","","-9.0","-9.0","","-9.0","-9.0","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Actual IV for this","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","IV Code","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","-9.0","-9.0","-9.0","","-9.0","-9.0","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Number of sentences the actual IV is mentioned","","-9.0","-9.0","-9.0","","-9.0","-9.0","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
""," ","Words to First Mention","","","-9.0","-9.0","","-9.0","-9.0","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","What terms were included in the count?","","-9.0","-9.0","-9.0","","-9.0","-9.0","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
