"Press Release Title","Study finds five new genetic variants linked to heart disease","Key:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Study Title: Original Research","A genome-wide association study in Europeans and South Asians identifies five new loci for coronary artery disease","","","","Dotted Cells first","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Discipline","5.0","","Title ","","Diagonal Lines Second","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sub-discipline","8.0","","First 2 sentences","","Striped Cells Third","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sub-discipline 2","3.0","","Discussion/ Conclusion","","Blank Cells Last","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Notes (complete/incomplete)","Complete","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Coder:","7.0","","Journal Article - Body","Journal Article - Title and Abstract","Press Release","Daily Mail","Sun","Mirror","Express","Times","Guardian","Telegraph","Independent","Daily Star","Scotsman","Financial Times","Racing Post","The Observer","Sunday Sun","Mail on Sunday","Sunday Mirror","Sunday Times","Sunday Express","Daily Star Sunday","The People","Sunday Telegraph","Sunday Mail","Sunday Post","Financial Times","Economist","New Scientist","BBC News","Mail Online","Guardian.co.uk","Press Association","Reuters","Associated Press","Metro"
"Reference:","07-11-011","Available for Coding?","1.0","1.0","1.0","","1.0","","1.0","","","1.0","","","1.0","","","","","","","","","","","","","","","","","","","","","","",""
"","","Date Published","","39146.0","39147.0","","39147.0","","39147.0","","","39146.0","","","39147.0","","","","","","","","","","","","","","","","","","","","","","",""
"","","Word Count - Title","","17.0","10.0","","4.0","","7.0","","","10.0","","","12.0","","","","","","","","","","","","","","","","","","","","","","",""
"","","Word Count - Body","4000.0","400.0","640.0","","90.0","","290.0","","","540.0","","","730.0","","","","","","","","","","","","","","","","","","","","","","",""
"","","Sentence Count","","","24.0","","5.0","","11.0","","","22.0","","","32.0","","","","","","","","","","","","","","","","","","","","","","",""
