"Press Release Title","Smoking in films encourages teenagers to take a drag","Key:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Study Title: Original Research","Cross-sectional association between smoking depictions in films and adolescent tobacco use nested in a British cohort study","","","","Dotted Cells first","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Discipline","2.0","","Title ","","Diagonal Lines Second","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sub-discipline","5.0","","First 2 sentences","","Striped Cells Third","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Techniques","-9.0","","Discussion/ Conclusion","","Blank Cells Last","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Notes (complete/incomplete)","complete","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Coder:","5.0","","Journal Article - Body","Journal Article - Title and Abstract","Press Release","Daily Mail","Sun","Mirror","Express","Times","Guardian","Telegraph","Independent","Daily Star","Scotsman","Financial Times","Racing Post","The Observer","Sunday Sun","Mail on Sunday","Sunday Mirror","Sunday Times","Sunday Express","Daily Star Sunday","The People","Sunday Telegraph","Sunday Mail","Sunday Post","Financial Times","Economist","New Scientist","BBC News","Mail Online","Guardian.co.uk","Press Association","Reuters","Associated Press","Metro"
"Reference:","02-11-036","Available for Coding?","1.0","1.0","1.0","","","","","","1.0","1.0","1.0","","","","","","","","","","","","","1.0","","","","","","1.0","","","","","","1.0"
"","","Date Published","","39355.0","39344.0","","","","","","39344.0","39344.0","39344.0","","","","","","","","","","","","","39349.0","","","","","","39344.0","","","","","","39345.0"
"","","Word Count - Title","","17.0","9.0","","","","","","8.0","27.0","10.0","","","","","","","","","","","","","5.0","","","","","","9.0","","","","","","5.0"
"","","Word Count - Body","4000.0","270.0","640.0","","","","","","580.0","420.0","440.0","","","","","","","","","","","","","240.0","","","","","","600.0","","","","","","100.0"
"","","Sentence Count","","","22.0","","","","","","28.0","17.0","18.0","","","","","","","","","","","","","10.0","","","","","","31.0","","","","","","6.0"
"","","Who is it written by?","","","","","","","","","3.0","4.0","3.0","","","","","","","","","","","","","3.0","","","","","","2.0","","","","","","4.0"
"","","Journalist","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Title","IV(s) in title","","smoking depictions in films","smoking in films","","","","","","smoking in films","film stars smoking","-9.0","","","","","","","","","","","","","-9.0","","","","","","smoking in films","","","","","","movie smoking"
"","","DV(s) in title","","adolescent tobacco use","take a drag","","","","","","-9.0","taking up smoking","-9.0","","","","","","","","","","","","","-9.0","","","","","","taking up smoking","","","","","","-9.0"
"","","Who is it About?","","1.0","1.0","","","","","","1.0","1.0","1.0","","","","","","","","","","","","","2.0","","","","","","1.0","","","","","","1.0"
"","","Are there quotes in the title?","","0.0","0.0","","","","","","1.0","0.0","0.0","","","","","","","","","","","","","0.0","","","","","","1.0","","","","","","1.0"
"","","Statement of Cause","","2.0","6.0","","","","","","0.0","6.0","-9.0","","","","","","","","","","","","","-9.0","","","","","","6.0","","","","","","0.0"
""," Main Conclusion IV","Main IV of Conclusions (or quasi IV)","","exposure to
smoking depictions in films","exposure to smoking in films","","","","","","exposure to movies that feature smoking","exposure to films that depict actors smoking cigarettes","watching movies which glamorise smoking","","","","","","","","","","","","","films which depict smoking","","","","","","exposure to films showing actors smoking","","","","","","exposure to smoking in films"
"","","IV Code","","20.0","20.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is this IV in the first 2 sentences?","","","1.0","","","","","","1.0","1.0","1.0","","","","","","","","","","","","","1.0","","","","","","1.0","","","","","","1.0"
"","","Number of Sentences the IV is mentioned on","","","12.0","","","","","","12.0","7.0","8.0","","","","","","","","","","","","","3.0","","","","","","7.0","","","","","","4.0"
"","","Words to First Mention","","","0.0","","","","","","0.0","0.0","1.0","","","","","","","","","","","","","1.0","","","","","","0.0","","","","","","0.0"
"","","What terms were included in the count?","","","smoking in films, watching films depicting the habit, films showing smoking, movies which glamorise smoking, such films, films depict smoking, contain smoking, this exposure, smoking depictions in films, exposure to smoking","","","","","","smoking in films, Films that depict actors smoking , movies that feature smoking, films showing actors smoking, contain smoking, exposure, smoking depictions in films, exposure to smoking, smoking was shown on screen, smoking in movies, portray the habit on screen, contain a scene of smoking","Films that depict actors smoking cigarettes, film stars in the act, films showing actors puffing on a cigarette, this exposure, exposure to smoking, films depicting smoking, contain a scene of smoking","watching movies which glamorise smoking, films that depict actors smoking cigarettes, films showing actors puffing on a cigarette, contain smoking, this exposure, exposure to smoking, films depicting smoking, contain a scene of smoking","","","","","","","","","","","","","watch films in which the characters smoke, films which depict smoking, smoking on screen","","","","","","smoking in films, films showing actors smoking, depict smoking, contain smoking, contain a scene of smoking","","","","","","movie smoking, FILMS showing actors smoking cigarettes, movies containing scenes of smoking, exposure to smoking"
"","","is there ambiguity?","","0.0","0.0","","","","","","0.0","0.0","0.0","","","","","","","","","","","","","0.0","","","","","","0.0","","","","","","0.0"
