"Press Release Title","Why near-death events are tricks of mind","Key:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Study Title: Original Research","There is nothing paranormal about near-death experiences:  how neuroscience can explain seeing bright lights, meeting the dead, or being convinced you are one of them","","","","Dotted Cells first","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Discipline","5.0","","Title ","","Diagonal Lines Second","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sub-discipline","7.0","","First 2 sentences","","Striped Cells Third","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Techniques","-9.0","","Discussion/ Conclusion","","Blank Cells Last","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Notes (complete/incomplete)","Complete","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Coder:","7.0","","Journal Article - Body","Journal Article - Title and Abstract","Press Release","Daily Mail","Sun","Mirror","Express","Times","Guardian","Telegraph","Independent","Daily Star","Scotsman","Financial Times","Racing Post","The Observer","Sunday Sun","Mail on Sunday","Sunday Mirror","Sunday Times","Sunday Express","Daily Star Sunday","The People","Sunday Telegraph","Sunday Mail","Sunday Post","Financial Times","Economist","New Scientist","BBC News","Mail Online","Guardian.co.uk","Press Association","Reuters","Associated Press","Metro"
"Reference:","05-11-031","Available for Coding?","1.0","1.0","1.0","1.0","","","","","","","1.0","","","","","","","","","","","","","","","","","","","1.0","","","","","","1.0"
"","","Date Published","","39310.0","39385.0","39385.0","","","","","","","39385.0","","","","","","","","","","","","","","","","","","","39385.0","","","","","","39385.0"
"","","Word Count - Title","","21.0","7.0","8.0","","","","","","","6.0","","","","","","","","","","","","","","","","","","","6.0","","","","","","3.0"
"","","Word Count - Body","2000.0","70.0","300.0","480.0","","","","","","","250.0","","","","","","","","","","","","","","","","","","","550.0","","","","","","200.0"
"","","Sentence Count","","","18.0","18.0","","","","","","","9.0","","","","","","","","","","","","","","","","","","","28.0","","","","","","10.0"
"","","Who is it written by?","","","","1.0","","","","","","","3.0","","","","","","","","","","","","","","","","","","","4.0","","","","","","4.0"
"","","Journalist Code","","","","-9.0","","","","","","","3.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","Title","IV(s) in title","","Near-death experiences","Near-death events","Out-of-body experience","","","","","","","Near-death experiences","","","","","","","","","","","","","","","","","","","Near-death experience","","","","","","Near-death"
"","","DV(s) in title","","Neuroscientific explanations","Tricks of mind","Brain playing tricks","","","","","","","Biological [mechanisms]","","","","","","","","","","","","","","","","","","","The mind","","","","","","Mind games"
"","","Who is it About?","","1.0","2.0","1.0","","","","","","","2.0","","","","","","","","","","","","","","","","","","","2.0","","","","","","2.0"
