"Press Release Title","You are what your mother ate ","Key:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Study Title: Original Research","Maternal diet and aging alter the epigenetic control of a promoter–enhancer interaction at the Hnf4a gene in rat pancreatic islets","","","","Dotted Cells first","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Discipline","2.0","","Title ","","Diagonal Lines Second","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sub-discipline","8.0","","First 2 sentences","","Striped Cells Third","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sub-discipline 2","6.0","","Discussion/ Conclusion","","Blank Cells Last","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Notes (complete/incomplete)","complete","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Coder:","8.0","","Journal Article - Body","Journal Article - Title and Abstract","Press Release","Daily Mail","Sun","Mirror","Express","Times","Guardian","Telegraph","Independent","Daily Star","Scotsman","Financial Times","Racing Post","The Observer","Sunday Sun","Mail on Sunday","Sunday Mirror","Sunday Times","Sunday Express","Daily Star Sunday","The People","Sunday Telegraph","Sunday Mail","Sunday Post","Financial Times","Economist","New Scientist","BBC News","Mail Online","Guardian.co.uk","Press Association","Reuters","Associated Press","Metro"
"Reference:","03-11-013","Available for Coding?","1.0","1.0","1.0","1.0","","","","","1.0","","","","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Date Published","","39148.0","39147.0","39148.0","","","","","39147.0","","","","","","","","","","","","","","","","","","","","","39148.0","","","","","",""
"","","Word Count - Title","","21.0","6.0","12.0","","","","","12.0","","","","","","","","","","","","","","","","","","","","","8.0","","","","","",""
"","","Word Count - Body","240.0","5000.0","840.0","200.0","","","","","500.0","","","","","","","","","","","","","","","","","","","","","520.0","","","","","",""
"","","Sentence Count","","","29.0","8.0","","","","","21.0","","","","","","","","","","","","","","","","","","","","","24.0","","","","","",""
"","","Who is it written by?","","","","4.0","","","","","1.0","","","","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Journalist Code","","","","-9.0","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","Title","IV(s) in title","","maternal diet and aging","What your mother ate","poor diet during pregnancy","","","","","Mothers diet during pregnancy","","","","","","","","","","","","","","","","","","","","","maternal diet","","","","","",""
"","","DV(s) in title","","epigenetic control of a promoter–enhancer interaction at the Hnf4a gene ","-9.0","diabetes","","","","","ageing diseases","","","","","","","","","","","","","","","","","","","","","diabetes","","","","","",""
"","","Who is it About?","","4.0","1.0","1.0","","","","","1.0","","","","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Are there quotes in the title?","","0.0","0.0","0.0","","","","","0.0","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Statement of Cause","","6.0","6.0","5.0","","","","","4.0","","","","","","","","","","","","","","","","","","","","","3.0","","","","","",""
""," Main Conclusion IV","Main IV of Conclusions (or quasi IV)","","nutrition","diet during pregnancy","diet during pregnancy","","","","","diet during pregnancy","","","","","","","","","","","","","","","","","","","","","diet during pregnancy","","","","","",""
"","","IV Code","","1.0","1.0","1.0","","","","","1.0","","","","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Is this IV in the first 2 sentences?","","","1.0","1.0","","","","","1.0","","","","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Number of Sentences the IV is mentioned on","","","17.0","8.0","","","","","10.0","","","","","","","","","","","","","","","","","","","","","12.0","","","","","",""
"","","Words to First Mention","","","0.0","0.0","","","","","0.0","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","What terms were included in the count?","","","mother's diet, malnourished, diet during gestation","mother eats unhealthy, protein deficient-diet","","","","","poor nutrition during pregnancy, the maternal diet","","","","","","","","","","","","","","","","","","","","","poor diet, imbalanced diet, protein deficient diet","","","","","",""
"","","is there ambiguity?","","0.0","0.0","0.0","","","","","0.0","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","if yes describe","","-9.0","-9.0","-9.0","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Is the same IV being coded here as the abstract?","","","0.0","0.0","","","","","0.0","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Note differences here","","","-9.0","-9.0","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Actual IV for this","rat dams are fed a low-protein diet (LP; 8% wt/wt protein) compared
with an isocaloric control diet (C; 20% wt/wt protein) during
pregnancy and lactation
early postnatal life","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","IV Code","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","0.0","0.0","0.0","","","","","0.0","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Number of sentences the actual IV is mentioned","","-9.0","-9.0","-9.0","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
""," ","Words to First Mention","","","-9.0","-9.0","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","What terms were included in the count?","","-9.0","-9.0","-9.0","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Justification Offered for Generalisation between actual IV and Abstract / PR / News Article?","","-9.0","-9.0","-9.0","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","-9.0","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Caveats Mentioned?","","-9.0","-9.0","-9.0","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","-9.0","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
